regime,beta_headline,beta_food,rho_headline,rho_food,n_months
Amplifier (2022–2023),0.12118911427447668,0.20214882687212166,0.6125678983887146,0.7379191788426666,24
Absorber (2024–2025),-0.02173184386806075,-0.27247521018013054,0.41171979945821324,0.39935326632922635,24
